'DOH000000000007151','03','0369','036915','036915014','02','2013','J06','10','12','28','21','7','13','10','9','2','1','0','3','0','1','1','3','2','1','0','0','1','2','5','2','0','0','1','2','1','7','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','J22','1','4','6','3','3','5','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','3','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','N39','0','0','2','1','0','1','0','0','0','0','1','5','0','0','0','2','2','2','0','1','1','0','1','2','0','1','0','0','0','1','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','T78','0','3','3','4','4','3','1','0','0','1','0','0','0','0','0','0','0','1','1','0','0','1','2','1','0','1','1','1','0','1','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','T79','1','3','4','0','3','1','0','2','2','0','0','0','1','1','2','2','0','0','1','0','0','0','0','0','0','0','0','0','1','2','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','K05','0','0','2','0','1','0','0','1','0','1','0','3','0','3','1','2','0','2','0','1','0','0','1','0','0','0','1','0','1','3','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','A09','0','1','4','10','2','0','0','0','0','1','0','0','0','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','F48','0','1','0','0','0','0','0','0','0','0','0','0','1','1','0','2','0','0','0','1','0','0','1','1','0','0','1','1','0','5','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','I10','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','1','1','1','0','2','0','0','0','2','0','1','2','1','1','3','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','R10','0','0','1','0','0','2','0','4','0','0','0','1','0','1','0','0','0','0','0','1','0','1','0','0','0','0','0','0','1','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','D64','0','0','0','0','0','1','0','0','0','2','0','0','0','2','1','0','0','0','0','1','0','1','0','0','0','0','2','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','B26','0','0','0','0','5','0','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','M13','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','1','0','0','2','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','H00','0','0','1','2','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','L04','0','0','0','0','1','2','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','H60','0','0','0','3','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','H65','0','0','0','1','1','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','L01','0','0','2','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','M81','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','3','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','E10','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','1','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','B01','0','0','1','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','O23','0','0','0','0','0','0','1','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','T14','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','M79','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','M67','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','N61','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','B35','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','Y'
'DOH000000000007151','03','0369','036915','036915014','02','2013','K12','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','Y'
